Disposal process 1 of 1
Begin with the calculation of Phase 1
Time [s] | x [m] | y [m] | z [m] |  u &  v &  w [m/s] |  a [m] |  b [m] |  c [m] | Sand[m³]| Silt[m³] | Clay[m³] | Masse [kg]  | Vol [m³] |rho[kg/m³]| Wirb | fluidC 
-------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
  2.6888 |  0.47 |  0.00 | 17.43 | 0.33 | 0.00 | 3.23 |  14.12 |  14.12 |   0.00 |   0.000 |  589.432 |  589.432 |  7893986.17 |  5857.01 |  1340.04 | 7.54 | 0.7929 
  2.7165 |  0.47 |  0.00 | 17.52 | 0.33 | 0.00 | 3.22 |  14.15 |  14.15 |   0.00 |   0.000 |  588.878 |  588.878 |  7923018.42 |  5886.95 |  1338.03 | 7.54 | 0.7941 
  2.7442 |  0.48 |  0.00 | 17.61 | 0.34 | 0.00 | 3.22 |  14.17 |  14.17 |   0.00 |   0.000 |  588.323 |  588.323 |  7952106.96 |  5916.93 |  1336.04 | 7.54 | 0.7952 
  2.7719 |  0.49 |  0.00 | 17.70 | 0.34 | 0.00 | 3.21 |  14.20 |  14.20 |   0.00 |   0.000 |  587.766 |  587.766 |  7981250.86 |  5946.98 |  1334.07 | 7.54 | 0.7964 
  2.7996 |  0.50 |  0.00 | 17.79 | 0.34 | 0.00 | 3.21 |  14.22 |  14.22 |   0.00 |   0.000 |  587.209 |  587.209 |  8010449.22 |  5977.08 |  1332.11 | 7.54 | 0.7975 
  2.8274 |  0.51 |  0.00 | 17.88 | 0.34 | 0.00 | 3.20 |  14.24 |  14.24 |   0.00 |   0.000 |  586.650 |  586.650 |  8039701.17 |  6007.24 |  1330.17 | 7.54 | 0.7986 
  2.8551 |  0.52 |  0.00 | 17.97 | 0.35 | 0.00 | 3.20 |  14.27 |  14.27 |   0.00 |   0.000 |  586.091 |  586.091 |  8069005.85 |  6037.45 |  1328.24 | 7.54 | 0.7997 
  2.8828 |  0.53 |  0.00 | 18.05 | 0.35 | 0.00 | 3.19 |  14.29 |  14.29 |   0.00 |   0.000 |  585.531 |  585.531 |  8098362.47 |  6067.71 |  1326.33 | 7.54 | 0.8008 
  2.9105 |  0.54 |  0.00 | 18.14 | 0.35 | 0.00 | 3.19 |  14.32 |  14.32 |   0.00 |   0.000 |  584.969 |  584.969 |  8127770.22 |  6098.03 |  1324.44 | 7.54 | 0.8019 
  2.9382 |  0.55 |  0.00 | 18.23 | 0.35 | 0.00 | 3.18 |  14.34 |  14.34 |   0.00 |   0.000 |  584.407 |  584.407 |  8157228.35 |  6128.40 |  1322.56 | 7.54 | 0.8030 
