Time [s] | x [m] | y [m] | z [m] | Loss of Sand, Silt, Clay in [m³] | fluid in % |  a [m] |  b [m] | 
---------------------------------------------------------------------------------------------------- 
Material loss due to stripping 
---------------------------------------------------------------------------------------------------- 
 37.6000 | 17.58 |  0.00 | 38.93 |      0.00 |      0.00 |     0.00 |     0.9793 |   2.85 |  90.12 | 
 37.8000 | 17.68 |  0.00 | 38.93 |      0.00 |      0.00 |     0.00 |     0.9793 |   2.84 |  90.43 | 
 38.0000 | 17.78 |  0.00 | 38.94 |      0.00 |      0.00 |     0.00 |     0.9794 |   2.83 |  90.74 | 
 38.2000 | 17.88 |  0.00 | 38.94 |      0.00 |      0.00 |     0.00 |     0.9795 |   2.82 |  91.04 | 
 38.4000 | 17.98 |  0.00 | 38.95 |      0.00 |      0.00 |     0.00 |     0.9795 |   2.81 |  91.35 | 
 38.6000 | 18.08 |  0.00 | 38.95 |      0.00 |      0.00 |     0.00 |     0.9796 |   2.80 |  91.65 | 
 38.8000 | 18.18 |  0.00 | 38.95 |      0.00 |      0.00 |     0.00 |     0.9796 |   2.79 |  91.95 | 
 39.0000 | 18.28 |  0.00 | 38.96 |      0.00 |      0.00 |     0.00 |     0.9797 |   2.78 |  92.25 | 
 39.2000 | 18.38 |  0.00 | 38.96 |      0.00 |      0.00 |     0.00 |     0.9798 |   2.77 |  92.55 | 
 39.4000 | 18.48 |  0.00 | 38.96 |      0.00 |      0.00 |     0.00 |     0.9798 |   2.76 |  92.85 | 
 39.6000 | 18.58 |  0.00 | 38.97 |      0.00 |      0.00 |     0.00 |     0.9799 |   2.75 |  93.14 | 
 39.8000 | 18.68 |  0.00 | 38.97 |      0.00 |      0.00 |     0.00 |     0.9799 |   2.74 |  93.44 | 
 40.0000 | 18.78 |  0.00 | 38.97 |      0.00 |      0.00 |     0.00 |     0.9800 |   2.73 |  93.73 | 
 40.2000 | 18.88 |  0.00 | 38.98 |      0.00 |      0.00 |     0.00 |     0.9800 |   2.72 |  94.03 | 
 40.4000 | 18.98 |  0.00 | 38.98 |      0.00 |      0.00 |     0.00 |     0.9801 |   2.72 |  94.32 | 
 40.6000 | 19.08 |  0.00 | 38.99 |      0.00 |      0.00 |     0.00 |     0.9802 |   2.71 |  94.61 | 
 40.8000 | 19.18 |  0.00 | 38.99 |      0.00 |      0.00 |     0.00 |     0.9802 |   2.70 |  94.90 | 
 41.0000 | 19.28 |  0.00 | 38.99 |      0.00 |      0.00 |     0.00 |     0.9803 |   2.69 |  95.19 | 
